"FALSE" "TRUE" "MeanDecreaseAccuracy" "MeanDecreaseGini"
"Gene149" 1.01124045567276 1.9953037359133 1.95991571538663 0.67395982070139
"Gene193" 1.40764690308824 1.74766358343169 1.95970496297395 1.39057459566316
"Gene213" 1.56106400192567 1.39981473899086 1.95865346472863 0.42372844495186
"Gene1897" 1.98461662091496 1.02266716082155 1.95443400434757 0.902499557907035
"Gene2279" 2.55924972615867 -0.62338167518224 1.95410956035758 0.774485947582469
"Gene2139" 2.16663493478401 0.66837319406023 1.95308197927521 1.47922946703525
"Gene1949" 0.831385179659351 1.85189775619278 1.95154151819972 0.890463672995045
"Gene2016" 1.92989285384229 1.43127774416764 1.94989423555413 0.501776593362174
"Gene1717" 1.62674082637832 1.24983132630135 1.94620787904689 0.643494100533822
"Gene1017" 0.466191380969975 1.87607663603214 1.94581011505906 0.262237430865406
"Gene2229" 1.84188481545177 0.297106805050636 1.94403808095852 1.1371451246859
"Gene1625" 1.800382089106 0.64944411522929 1.94359833953537 2.63632898331263
"Gene10" -0.454215584017745 1.93153191901353 1.94209760694213 0.344002416113489
"Gene2111" 1.58234270832303 1.87690467737293 1.94132506550629 1.05420464460999
"Gene1348" 1.95356056786067 1.33566141504981 1.93936226642724 0.840975079780459
"Gene2105" 1.88645460416097 1.71845433615922 1.93844562625764 2.24819749594839
"Gene216" 0 1.93742836077543 1.93242631919125 0.155474604458593
"Gene1880" 0 1.93546634350861 1.93048379328808 0.147115343085212
"Gene1575" 2.32217633902241 -0.877414815355573 1.92892953043763 0.467411338792772
"Gene289" -1.75861738492917 1.92102602733586 1.92851305464358 0.212377927855233
"Gene1845" -1.75854472129082 2.01040445324786 1.92775932026087 0.233464008833438
"Gene330" -0.575114212656315 1.91986339869437 1.9273164202978 0.287600508652768
"Gene1097" 1.67121370248855 1.27923040158716 1.92515182451629 0.381673980814483
"Gene819" 1.75862815407113 1.62363599634233 1.92404280305017 0.333914834978669
"Gene1308" 1.42857129765147 1.52714843026871 1.92220741570172 0.379367258131994
"Gene1838" 1.54624353692879 1.75860865137961 1.92196524475641 0.439243462986085
"Gene2289" 3.72079607705686 -2.66433412685012 1.92056807474064 8.8691130695077
"Gene429" -0.629716397517255 1.9398399527802 1.92044735911576 0.407002926690511
"Gene1570" 1.00503781525921 1.72500829932147 1.92010541714122 0.153198906345276
"Gene2186" -0.0153143669533687 1.95530970600897 1.91880009542848 0.300568965777721
"Gene1240" -1.00503781525921 1.95111161028612 1.91783972364604 0.305076596039325
"Gene1481" -1.71752781785105 1.91655887021685 1.91435814444502 0.283687216377056
"Gene1775" 1.39115390916215 1.19982881946381 1.91300806899324 2.30514197262512
"Gene297" 1.42840635634455 1.62734383906622 1.91275498053574 0.1053188311006
"Gene1065" 1.65530190455481 1.51925107997319 1.90991750149959 0.234944181143442
"Gene607" 2.14073508470323 0.873535757346476 1.90762265547769 9.08576291583493
"Gene1500" 1.75854522263057 1.82041271427811 1.90680440474473 0.403170538102466
"Gene1824" 0.706227430004368 1.92497564522589 1.90550277703859 0.628400389740552
"Gene1740" 2.00187590906424 -0.00729145543078416 1.90304578564295 0.535517722164049
"Gene1589" 0.995107312063794 1.27737780883559 1.89633704614133 1.06586514938208
"Gene1685" 0.690596048558104 2.19158296794925 1.89586953602776 0.294485983772869
"Gene252" -1.42849943301457 1.92877256852142 1.89449625691629 0.345550775636392
"Gene1780" 0.438693227285545 1.73477726718678 1.89202112625239 0.828125380163164
"Gene1573" 1.52743533342438 1.64256187794246 1.89201120210688 0.906009459422564
"Gene1611" -0.696882042256278 1.903007827062 1.89139686020595 1.58754565372421
"Gene2129" 1.00503781525921 1.88909020567719 1.89005146284102 0.227691832363766
"Gene1284" 1.09173243682549 2.16323925008281 1.88893297707954 0.989826953848772
"Gene308" 1.28359132369315 1.73515795989375 1.88889609476862 27.5962187882787
"Gene95" 1.58992133429635 1.68447110924237 1.88740492963622 0.379794891893129
"Gene2108" 0.292896784589878 1.99383964700645 1.88727423163451 1.55878777537295
"Gene1763" 1.68942357579527 1.42429621006297 1.88693452893921 0.2820385329767
"Gene93" 0.873315881184156 2.32296128055365 1.885870823138 1.36470991444014
"Gene240" 0 1.88069698381162 1.8842291874494 0.229144192394347
"Gene1560" 0.961380848247769 1.631644635383 1.87849757713805 0.89152118838955
"Gene1790" -0.374729050411813 1.89255192407159 1.87835636994425 0.645936993815985
"Gene544" 2.29401160297427 1.4401692493193 1.8764494050295 0.572863668681531
"Gene832" 2.28548000066188 1.34663728794478 1.87564097397211 4.79660351761568
"Gene1620" -0.877399256407351 2.51333461738749 1.87206188652886 1.30043559653508
"Gene1707" 1.2340179145597 1.83167417403497 1.87190256162334 6.96436847614422
"Gene336" -0.723710730558795 1.82447991820763 1.86432304382706 1.35757384604269
"Gene1503" 2.11851192922194 0.987625009672116 1.86297751120611 12.8735736506143
"Gene176" 0.942463918950765 1.81648072342407 1.86165121632593 2.67127280966556
"Gene1610" 0.320791188006549 1.88288114170021 1.85866367548043 0.906205405468272
"Gene2324" 1.97449387201325 0.719001550491028 1.85645502605051 16.0204336952794
"Gene1333" -0.898398775312869 1.85240752883059 1.85561728321637 0.775540097191576
"Gene1233" -1.00503781525921 1.86031604749734 1.85189944898474 0.164040710825928
"Gene2321" 1.32693105755069 0.955254793337167 1.85126116020683 2.05647792701634
"Gene194" 1.04977368922783 1.40013593425402 1.85054461601509 1.14038657338387
"Gene315" 1.70186871277534 1.44204233367726 1.85003858860444 0.629065944738375
"Gene188" 1.00503781525921 1.78509318396215 1.84367369589429 1.04902686659877
"Gene2308" -1.4303593669355 2.53027844048189 1.83943310892427 0.806175410486239
"Gene1635" -0.897371941992096 1.89321168091275 1.83705096987094 0.971414547655421
"Gene1241" 1.40834534252405 1.06435267871761 1.83658145871408 0.721058679977772
"Gene2223" 0.83381306699157 1.95890297960618 1.83523487528182 2.82856710948876
"Gene1024" 1.00503781525921 1.66570566585795 1.83145454932659 0.431675340238776
"Gene430" 0.197358141793148 1.74064161625698 1.83027959502474 1.01973496748202
"Gene2068" 1.6506430133623 1.4186803932584 1.82904961968044 1.59267130116098
"Gene987" 1.9365762208525 0.729868962172951 1.82743248787767 1.26618184750585
"Gene204" 1.46970064852268 1.51032447280999 1.82452511348698 0.58674724175332
"Gene1667" 1.58497949215662 1.50360061467856 1.81932439093509 15.7956478589821
"Gene861" 0 1.82487880599308 1.81664754264237 0.209374307317039
"Gene49" -0.580976243949293 1.84564209949091 1.81300348684993 0.386154385591615
"Gene1251" -1.52158912290986 1.82095681371015 1.8118096705238 1.00773670551677
"Gene198" 1.75135281376559 0.752818069626653 1.80098912105051 0.738177332263771
"Gene479" -0.950680524706845 1.79092593509654 1.79904623282856 0.118825022103094
"Gene612" 1.66291149918116 0.504463028988123 1.79869611973314 2.24390719898631
"Gene1310" 1.12986423855492 2.32657596467082 1.79750068912542 6.20384658012093
"Gene561" 1.06947422781304 1.68318504178762 1.79532060287365 0.283346093968255
"Gene298" 0.998912598421284 1.73235976190458 1.79466547663268 0.807410286899651
"Gene1967" 1.42854573629166 1.72474377745716 1.7939975512738 0.301198186001375
"Gene2219" -2.00601873890689 1.81959329811906 1.79233626471402 0.877193014239688
"Gene2194" 1.95851631173597 1.26812189619557 1.79194673120967 27.922506810665
"Gene562" 2.18498076007076 -0.398451851205055 1.78872362362402 1.08342383475714
"Gene168" 1.43780668857052 0.468994163444873 1.78765453625857 22.3288245787367
"Gene1789" -0.232826894134954 1.77103384158749 1.78721577370574 0.428931075827248
"Gene1044" 0.0077983043003813 1.75680449158444 1.78433328621982 0.194308657575273
"Gene1182" -1.00503781525921 1.77845413083805 1.78385658740104 0.190060765423481
"Gene86" 0.289345343781527 1.41621271706017 1.7800234603867 1.34455212808412
"Gene754" 1.42855928606945 1.62939985840316 1.77411394245896 0.933751304875964
"Gene609" 1.30254654510517 2.49424071792013 1.77326213698758 21.023833968733
"Gene1695" 0.928433276765783 1.67180558876596 1.7718299743508 2.05427194774512
"Gene162" 1.25347596662645 0.739238333889372 1.77004436482326 2.96100442105138
"Gene325" -2.16192747830406 1.82652306923233 1.7689693514063 0.352613141330987
"Gene1972" 0.161555089234111 1.60500804148941 1.7682779892104 1.61203663199376
"Gene1893" 0.90984124538878 1.58109737147233 1.76822903778225 0.597356052107142
"Gene1016" 1.73230257793023 1.15535910117578 1.7671962673443 1.3013435762359
"Gene1489" -1.68568571084453 1.77806056378738 1.76692698088888 2.18079994964921
"Gene1114" 1.00503781525921 1.42854203289197 1.75862663659775 0.236978010724015
"Gene604" 1.00503781525921 1.42855887965922 1.75860238462133 0.234873581080631
"Gene1231" 1.00503781525921 1.4285570172661 1.75860183493925 0.0546602275481214
"Gene365" 1.00503781525921 1.42850590043737 1.75851558194851 0.356427960085447
"Gene1890" 1.14000900170648 1.35024719406477 1.7581502176614 0.374631436067642
"Gene1718" 0.713696716619647 1.69785619523377 1.75749737270932 2.3568435357648
"Gene1686" 0.96029372996885 1.97828272112251 1.75745809036633 1.02560947824109
"Gene809" 1.66050596445999 1.92714029416353 1.75435423643647 0.356167643264478
"Gene652" 1.65863769826795 -0.0254520668062155 1.75413064957745 1.88323956744282
"Gene160" 1.5281060540788 1.07951948337106 1.75401356258074 0.800327776342105
"Gene1806" -1.65481872245569 1.77840664647299 1.75374925810899 0.133291044680893
"Gene2067" 0.865295391344746 1.49940698925652 1.7528755084732 0.645396185204472
"Gene1344" 1.4285351231087 1.67350392340051 1.75258436401572 0.469919327591317
"Gene267" 1.83073584376681 0.982301809481152 1.7510372019292 0.455087305367675
"Gene296" 1.24041971442698 1.82256136200032 1.74544299948984 8.80968974622919
"Gene2002" 1.58538176522799 1.20354474377977 1.74340399046455 2.37803733381581
"Gene1756" 1.00512429310355 1.09431395091182 1.74099474289292 0.644689065442325
"Gene207" 1.0633595199382 1.25923889182849 1.73652943208444 0.466677467577086
"Gene1608" 1.7126412120707 1.29547114882045 1.73155393749604 2.57378103741108
"Gene181" 1.42729173684714 1.00503781525921 1.73034199617484 0.268902699878909
"Gene1222" 1.18334891823636 1.57879424507333 1.7286452780252 0.283872688462876
"Gene1131" 1.64292460471639 1.51925930381811 1.72133112289912 8.14874613480832
"Gene2043" 1.579475125678 1.82688872869943 1.72087624436061 44.8814670938389
"Gene1314" 1.66422572216166 1.25781715044388 1.71843971502425 1.04126764656529
"Gene2261" 0.817272838207876 1.71219477319653 1.71650732681727 0.592938716805066
"Gene141" 2.14764686806221 0.727590787287927 1.71488226546343 3.02430986124035
"Gene950" 0.526550699029213 1.71751126303877 1.71369187772045 0.561431714486204
"Gene922" 1.69456240364647 1.60128199896004 1.71317852590927 2.01040705072404
"Gene1128" 1.68693272487438 1.80729089479684 1.71292057165929 0.76140579285773
"Gene163" 1.71635417576462 -1.00503781525921 1.70932952673224 0.172354311856616
"Gene608" -0.305795561639995 1.6743801635805 1.70376340856528 1.3094930857146
"Gene2211" 1.24420532292359 1.23163911029958 1.69771935596422 1.23599987618564
"Gene1800" 0.32798579203815 1.65124886902091 1.69737080717052 2.69795480523134
"Gene673" 2.04120644871542 0.461177054318762 1.69564974356132 0.493102645962413
"Gene1498" 1.2704186408185 1.22369072805727 1.69564294183582 0.299846497697285
"Gene94" 0 1.6934773442023 1.69472258396299 0.109994823144657
"Gene525" 0.719009354704351 1.9793312241661 1.69361176393917 0.333994665387368
"Gene9" 1.00503781525921 1.67736192799505 1.69313999571933 0.232036158014483
"Gene378" -0.454410481778271 1.99379076485457 1.69304699522542 0.733967004744937
"Gene461" -1.00503781525921 1.71060923157826 1.69180414991699 0.243362021911085
"Gene1070" 1.06674813601896 1.71216605114801 1.69163051056163 1.13426251706044
"Gene2320" 0.698051116460237 1.56212076320604 1.69136880108567 0.726197026219749
"Gene124" -1.92509623874496 1.72957828069941 1.6903453381759 0.925444453228398
"Gene662" 0.00135706539274313 1.40308875917758 1.69028934940561 0.0388326394736628
"Gene217" -1.2698331477879 1.74686459111142 1.68974607886671 0.485661439839557
"Gene215" -0.0101374763762109 1.68221727817352 1.68720662283537 0.341711825549442
"Gene2027" 0.700946999092049 2.26928256939794 1.68150129511057 2.08996384203148
"Gene560" -0.853136745852773 1.63269607410963 1.67960106774335 1.4606063773803
"Gene255" -0.908038296957242 1.6626498531234 1.6764762208416 0.317480791107244
"Gene81" 1.55770958577639 1.42856985847654 1.67565692338308 0.157896268892356
"Gene830" 1.62334167868384 -0.00814863890900102 1.67039799892286 0.67346457601107
"Gene1175" 1.31957813870254 1.91433362529951 1.66946487085258 0.320046363438481
"Gene807" -0.581464716613132 1.65276762974003 1.66640436512564 0.27231586925713
"Gene46" 0.523862134298322 1.58108260360247 1.66215301267242 0.653507056450055
"Gene1827" 1.75428047283124 0.346377939895798 1.65914358331262 0.590085371342811
"Gene935" 0 1.65089975283271 1.65827161730575 0.133558611712126
"Gene1884" 1.56324933440109 1.00503781525921 1.65759104123273 0.246774695589874
"Gene2133" 1.00503781525921 1.75859921715652 1.65667895743619 0.133169704327601
"Gene1605" 1.37677326653735 1.09550778140875 1.65624055531109 1.2900101397107
"Gene2015" 1.75863099922677 1.00503781525921 1.65611614488244 0.248686497312636
"Gene1149" 0.434752412643378 1.37146780147022 1.65574026372304 2.62859269161148
"Gene1155" 0 1.65700478044835 1.65527485444434 0.176652474481569
"Gene356" 1.3820796245817 1.05950893394216 1.65509360771263 4.67660667631133
"Gene1281" 0.852924143450502 1.828689194612 1.65427777124119 0.869631120426125
"Gene1534" 1.42856770661824 1.42852840934658 1.65395635943986 0.348463093681009
"Gene2277" 1.00503781525921 1.35069497507306 1.65378429823889 0.158895444776797
"Gene728" 1.3527134493261 1.00503781525921 1.65320649832453 0.188241249170505
"Gene2141" 0.750205431297284 1.20649227005146 1.6530449224015 1.5525998083536
"Gene1546" 1.54463271556531 1.00503781525921 1.652096021946 0.434757056434955
"Gene1959" 0 1.64825074333289 1.65173345321554 0.173418129791389
"Gene1558" 2.04122378532069 1.44954231949508 1.65146557955813 0.742101475767693
"Gene1311" 0.999880895277399 1.52133082188335 1.64749766846144 0.514909806836435
"Gene2185" 0.451851714870831 1.59498071064813 1.64082323163289 0.14163075405704
"Gene2143" -0.4474946056466 1.93858565234742 1.64070813955449 1.05736213225837
"Gene2245" 0 1.64488274264823 1.63939708026729 0.243547047367068
"Gene2126" 0 1.63937068153599 1.63898681569258 0.143952897603221
"Gene962" 1.14987359677906 1.29878935971637 1.63827480001004 0.737860009353576
"Gene686" 1.41608873550738 1.34927846915806 1.63299193675916 0.242071393374622
"Gene1091" 0.573422466329569 1.62980767749729 1.63182308019482 0.418602411346611
"Gene1903" -1.00503781525921 1.74031598926453 1.6308595305646 0.177633337420867
"Gene116" 1.75685064061656 -0.0107308898583947 1.6301905936246 0.254338512767164
"Gene1038" -1.00503781525921 1.69924287188403 1.62984475662035 1.19412642533667
"Gene878" -0.0179872985715169 1.56499009867283 1.62790700544306 0.622345754636119
"Gene1998" -1.68624560518442 1.8585171808044 1.62743153680411 0.701470602971194
"Gene1495" -1.00503781525921 1.55412700872058 1.62610392433499 0.104167406272307
"Gene1138" 1.00503781525921 1.52499063776413 1.62475350951324 0.307571196086732
"Gene688" 1.01236716211292 1.65059749741611 1.62446298081579 0.517819430460732
"Gene495" 1.78617065197211 0.804597022462506 1.62382095793333 32.6586538512522
"Gene1915" 0.319006721297455 1.53887470934983 1.62329873752041 0.64730291004323
"Gene2233" 1.21557725043676 0.862655212899125 1.6228634492085 16.0090051801556
"Gene1087" 1.00503781525921 1.61144176904039 1.62168333319763 0.0787669032147198
"Gene248" -1.42840635634455 1.64094628517014 1.61435342359813 0.245994152807749
"Gene332" 0.268514886874675 1.60178353768179 1.6084622165073 0.401909536823589
"Gene1563" 1.93450967259141 1.5296816742263 1.60493432685725 4.38880932216507
"Gene614" 1.30873727338733 0.935233138538182 1.60266456428381 2.43593536383503
"Gene977" -1.62820065567673 1.60219869432337 1.60238027964259 0.353086757602568
"Gene672" -1.00503781525921 1.59421370907348 1.59870492833254 0.768774202988046
"Gene837" 1.73182972167098 -0.548111839527833 1.59800660098075 0.512536405489351
"Gene1252" 1.99463653262558 -0.804436304998356 1.59745376904749 0.354360200729073
"Gene1479" -0.432645686402212 1.63504221357004 1.5933945372786 0.174531294899693
"Gene1704" -0.00831215742035239 1.60679838711089 1.59168865104839 0.975407060518412
"Gene1787" 0.570327790827527 1.14020844285034 1.59114761649485 0.487996470571802
"Gene96" 2.02900394090445 -1.82722815045532 1.59041314735246 5.74775166585323
"Gene327" 1.95148111769897 1.29744475842288 1.58882795165566 15.3024990461863
"Gene2124" 0.997489882403807 1.18520859255426 1.58752589377437 0.21446656352273
"Gene579" 1.62344909614583 0.463085262746145 1.58700122980871 0.73552949147193
"Gene1321" 1.90873963141048 0.00686596515067414 1.58391390339687 0.229519691072854
"Gene1779" 1.15612896174364 1.27744504596736 1.58351988872275 0.470257919349575
"Gene949" 0.605489922995101 1.40290006652127 1.57530338778789 1.45818386349578
"Gene1762" 1.56884814117593 0 1.57095627299723 0.0923941220580513
"Gene2251" 0.180018326918334 1.72747118722365 1.57018214371703 1.00728589087056
"Gene812" 0.000898483661160927 1.51521652606324 1.56773406929487 0.533574199580662
"Gene618" 1.53792931797969 1.38383714893248 1.56588280805978 33.4053980356717
"Gene888" -0.571829043682401 1.69971155352101 1.56283162522516 0.264023255002548
"Gene959" 1.17304275622279 0.0111869062146826 1.55890844836754 0.931271090212215
"Gene355" 1.35679239753474 1.55602512537761 1.55887607913429 1.05005286862063
"Gene677" -0.219036692494725 1.93988912721994 1.55775260610511 0.595264810232799
"Gene2155" 1.52375913298489 1.33146106347368 1.55706024517399 38.4662086758909
"Gene2171" 1.51635122785408 -0.0310912857140333 1.55666538598163 1.79580286490059
"Gene1037" 1.69589249448648 -0.577199106997909 1.55597899790423 0.451358725526412
"Gene1596" 1.7577484943383 0.443591145945793 1.55513994067864 1.99101453999653
"Gene1797" -1.00503781525921 1.54925230379829 1.54865484232658 0.0965559720514052
"Gene1808" -1.42852156435837 1.56841884949833 1.54783846158797 0.313018464202176
"Gene333" 0 1.54671999878556 1.5464506078043 0.205883844663239
"Gene368" -1.00503781525921 1.56570295371303 1.54639986031385 0.0595074726223538
"Gene1561" -1.75105327060758 1.56768833874099 1.54524649440847 1.39650611985207
"Gene1627" 2.04120873890337 0.759984203589464 1.54173791450021 0.350324557116378
"Gene1010" -1.42854419619757 1.54357206558756 1.54006709682748 0.38445248349958
"Gene1743" 1.4962348593217 1.00503781525921 1.53358410466165 0.274036214100973
"Gene445" -1.00503781525921 1.56964358699908 1.53087287191135 0.115100272100727
"Gene1032" 1.22456768057713 0.908182047903258 1.53082425019189 0.308130782743576
"Gene454" 1.27726886139153 1.00503781525921 1.53039122559364 0.134842997036387
"Gene1104" 1.62397303790783 1.10915851028842 1.52961343956543 0.49281346023738
"Gene2060" 1.35881664139149 1.42835700429894 1.52907783568602 0.309091908170543
"Gene1488" 1.00503781525921 1.27074769067027 1.52890441381367 0.168797675956063
"Gene16" 0.575548539062275 1.27790518325092 1.52842392089152 0.384144840837111
"Gene1184" 2.42486036899643 0.00971233676954954 1.52651059492473 2.20570261639543
"Gene995" 1.6530039659966 1.48129405018336 1.52522943670785 0.537117171284498
"Gene1965" 0 1.52301534349163 1.52377191232928 0.169939996600057
"Gene59" 0.919290287617357 0.585773874108133 1.52255389617903 0.334422028835142
"Gene589" 1.35554590104004 0.795048670131266 1.5223617881059 0.384004926295818
"Gene362" 1.42853754187095 1.12413266630613 1.52045775846845 0.317991397513986
"Gene1755" -1.44191952159082 1.5357258836829 1.51896478160186 1.52213233218727
"Gene2217" 0.997155232054993 1.14196262669713 1.51715011170086 0.83788664006249
"Gene1163" 1.88581268824922 1.29724353160152 1.51078213531925 43.5473123753532
"Gene2283" 1.50870172673901 0 1.50875038026301 0.11818624635807
"Gene975" -1.00503781525921 1.48649640141356 1.50172310657286 0.160233093281567
"Gene2182" 1.42851770610392 1.48406298395073 1.50160939553 0.521241831494761
"Gene1594" 0.850626095234396 1.41324714230115 1.49984209414208 0.529768255973319
"Gene761" 1.44793125442853 -0.438208822870532 1.49630104539661 1.06022513872783
"Gene2236" -1.35552004993699 1.49436279428788 1.49511968322419 0.184393247604446
"Gene229" 1.42758794757966 0.976985978910627 1.49332472805043 0.846001254232868
"Gene1921" 1.00687294486079 1.16582092942223 1.49328051160173 0.495129127638181
"Gene1745" 1.4928899990552 0.00808912968927871 1.4901702469922 0.177053167208196
"Gene1068" -0.482182719656913 1.40603228139081 1.48852804449386 4.57373655872072
"Gene420" 1.42857142857143 1.36660711780277 1.48768069942748 0.0764126987030463
"Gene290" -1.35104880013304 1.48857478642932 1.48251420314747 0.17564286782511
"Gene1946" 1.31042762537823 1.44148621831766 1.48170444513249 4.69683661712041
"Gene1288" 1.00612306909902 1.49105424480594 1.48107445251012 0.728430774341866
"Gene719" 1.552694775475 1.3558946250453 1.48024864832026 30.1048952222024
"Gene2026" 0.535403962961579 1.40714962415316 1.47990633357661 0.370087060832272
"Gene224" 0 1.49245551321418 1.47861115002425 1.37727472212784
"Gene1832" 1.10819281152636 1.42845678711353 1.47815674525668 0.16318149049832
"Gene1951" 1.28329009241221 1.29484944437293 1.47776525385789 11.0435127754901
"Gene299" 0 1.47714249941833 1.47748914048413 0.166689924584585
"Gene663" 0.915499535848023 1.65092418083907 1.47678815845557 0.176958702779654
"Gene1694" -0.584865085905214 1.58094720543139 1.4727229194892 1.15605155300641
"Gene1723" 1.45588833782111 0.647125079400745 1.4721024110637 1.92584117103824
"Gene142" 1.54708421756429 1.18666239395706 1.47119412567824 0.326399605185087
"Gene61" 0.665158076054238 1.21902755671178 1.46801128556233 0.89962725765044
"Gene491" -1.62968567340596 1.46874641585305 1.46188187831056 0.450589103826424
"Gene2221" 0.633966387005012 1.55694637475937 1.46171035778092 0.22435720374875
"Gene1831" 1.45982682526507 1.00519337217173 1.45796168251909 0.430780443221809
"Gene472" 1.00503781525921 1.39272670693402 1.45717685159154 0.133513338212295
"Gene449" 1.69910434440281 -1.00503781525921 1.45643600987905 0.372876489240304
"Gene1246" -1.00503781525921 1.47065723889032 1.45416811980246 0.0982977387909182
"Gene1565" 0.186362906812157 1.6988783853834 1.45189295296146 1.03738593929419
"Gene2274" 1.34396160072446 1.28439451278461 1.45031157536027 0.886024131549949
"Gene1108" 1.04527919576242 1.85895491999651 1.44851370301584 12.4439050135761
"Gene1048" 0.915353897078176 2.48325368937075 1.44473797347335 2.89502742420927
"Gene887" -0.00043807732906209 1.80655919456223 1.4438487617358 1.19460583058747
"Gene586" 1.34118801926714 0.880513980039608 1.44342551264397 5.37209992515898
"Gene1726" 0.887586598978323 1.26810395941125 1.44276847254725 1.58325745487981
"Gene164" 1.81740868212186 -0.148065637703757 1.44216008370495 2.51055585608989
"Gene955" 1.01314850937547 1.01977391920169 1.44052935076908 0.624624238962939
"Gene2218" 0.835622443384309 1.21760540793015 1.44033855813662 0.839807362666681
"Gene1494" 1.75529059233407 0.333427572058816 1.4399189739949 1.27907398268815
"Gene941" 1.75861251879261 0.352771475366217 1.43182817098824 0.458347304888118
"Gene1973" 0.818470215484637 1.45185311496566 1.42987674373244 0.45014194892454
"Gene568" 1.28384468359194 0.791839970795219 1.42915899164557 0.516120324336942
"Gene225" 1.00503781525921 1.6591867615065 1.42877270574603 0.138353044709346
"Gene2018" 1.41251806114523 0.578949797015748 1.42866214129127 0.359545233549609
"Gene2119" 0 1.42857074553332 1.42857141258391 0.17684361115868
"Gene2040" 0 1.42830169569831 1.4285712839565 0.038648386542305
"Gene148" 1.00503781525921 1.00503781525921 1.4285712318805 0.103534412671713
"Gene602" 1.35672856514733 -1.00503781525921 1.42857117055965 0.19924800077443
"Gene1917" 1.00503781525921 1.00503781525921 1.42857110041652 0.0871002863789129
"Gene2309" 0 1.42818566268973 1.42857085860612 0.069637765177531
"Gene1795" 0 1.42854820998657 1.42857038880665 0.118381786742575
"Gene1879" 0 1.42817739859086 1.4285702895569 0.039370292904116
"Gene1144" 1.00503781525921 1.00503781525921 1.42856997560385 0.120965334139981
"Gene199" 0 1.42856985231328 1.42856590217313 0.102295464837782
"Gene2250" 1.00503781525921 1.00503781525921 1.42856590217313 0.0878366996239194
"Gene145" 1.42856258736971 0 1.42856470090026 0.0395639995962074
"Gene558" 0 1.42836810045248 1.42856324674076 0.0388655967175447
"Gene1478" 1.4285111448057 0 1.42855943958776 0.120688860868278
"Gene2272" 1.00503781525921 1.00503781525921 1.42853150948259 0.111958462096707
"Gene185" 0 1.42831654058784 1.42853144973493 0.128021573436407
"Gene732" 1.00503781525921 1.00503781525921 1.42852846311883 0.0965164430239094
"Gene1194" 0 1.42816837611996 1.42850088980391 0.0787065909163999
"Gene409" 1.44175139257578 1.00503781525921 1.42825336699988 0.118555704194608
"Gene1706" 1.42824294275193 0 1.42823256903032 0.0595965183933185
"Gene1982" 1.34131062527539 0.690038780898563 1.42805609788286 0.375417419356166
"Gene1207" 1.68808445474756 0.602105939647981 1.42731647200206 0.499385076257241
"Gene2066" 1.75853481043588 0.577133279027506 1.42712908082535 0.187096259868196
"Gene1293" 0 1.42630740889816 1.42580562819866 0.154717525843024
"Gene66" 0.0148029788887729 1.2495969438974 1.42564065199728 0.250354815878989
"Gene972" 1.41441753033976 1.4285515489886 1.42544754111314 0.267657219253011
"Gene1786" -1.00503781525921 1.42207934113276 1.42347406764212 0.132472222525317
"Gene1820" 0.0085707896975167 1.40627901453764 1.42333225127764 0.336353692154911
"Gene203" 0.849805557052624 1.05929273902207 1.42076668620218 0.265036211082591
"Gene38" 0.786104221170751 1.92844117162542 1.4198393767088 0.372335184395117
"Gene596" -1.00503781525921 1.57773307320262 1.41630444598857 0.462041244380414
"Gene984" -2.18966883588539 1.44785738065412 1.41540868699622 0.48014335604469
"Gene90" 0 1.41765984524048 1.41539664986801 0.161166218119937
"Gene1496" 1.4151465850633 0 1.41493358690718 0.078908972801346
"Gene1101" 2.18696299471763 -0.384191161719903 1.4142501346946 0.73560153005983
"Gene1804" 0.009368992710994 1.39807961958882 1.41298720540654 0.624891022184058
"Gene986" 1.29483819826413 1.12956968447774 1.412124122587 0.423963314914701
"Gene2159" -1.00503781525921 1.46429791797297 1.41167281851909 0.250387612315588
"Gene2192" -0.449286091463233 1.53723611025581 1.40735441838431 0.601186945741162
"Gene101" -1.00503781525921 1.4000893271062 1.40721769266365 0.0558036129683025
"Gene2238" 0.0151438648430933 1.38784631300509 1.40623810734671 0.279020150053527
"Gene555" 0.705613015829043 1.82700969348123 1.40416105914676 0.639207921948426
"Gene1299" 1.00503781525921 1.42857138581946 1.40047679857002 0.328044722160322
"Gene1713" 0 1.40111457653431 1.39990797871014 0.1423244310092
"Gene2206" 1.47437744022499 1.11819275044488 1.39920925140938 0.310185914800772
"Gene1106" -1.48258132476147 1.66138551253008 1.39665985638469 0.893377792949596
"Gene2284" 1.43985199643287 -0.557506988747069 1.39337422256032 5.40722670546232
"Gene956" 1.11172570650329 1.3496375895306 1.39318683786872 0.257489594364054
"Gene515" 1.00503781525921 1.33052797622842 1.39027702166639 0.310415761568233
"Gene346" 1.38905587390593 1.14634027410784 1.38567425319173 0.689340516419731
"Gene581" 1.3076741048905 1.00503781525921 1.38322828554831 0.0798386748814786
"Gene1" 0.576317369622624 1.52722001511338 1.38219213444306 0.777414971621794
"Gene1660" 1.1929923395535 1.51369673054824 1.38087214467124 20.4965745346337
"Gene405" 1.40701472232533 -0.602890801186526 1.37873074729956 8.94342537093163
"Gene493" 0 1.37478675998313 1.3768121274586 0.102349658612834
"Gene2276" 1.00503781525921 1.25014238546279 1.37390628525194 0.0418909988656634
"Gene1818" 1.70298052591346 0.449969789207948 1.37231064679676 0.474313273930269
