"FALSE" "TRUE" "MeanDecreaseAccuracy" "MeanDecreaseGini"
"Gene1283" 1.4972153137186 3.04554591595844 3.08763625862899 4.64766933526243
"Gene47" 1.30971715737523 2.85256801548711 3.08495400592281 1.85032931680921
"Gene1859" 2.54480882256421 2.74183838372412 3.06121878728263 1.75736630820419
"Gene964" 0.98813582135258 3.7194667017348 3.05431246362203 2.23498237296063
"Gene945" 3.05731316943701 0.865909502818901 3.0470666312435 40.3306060446097
"Gene2216" -2.98964361698279 3.09640280588924 3.04597179824408 11.5112014511071
"Gene932" 1.01563011180541 1.93491578840026 3.01993313465693 0.712240650021158
"Gene993" -0.885244047264827 3.00745255754295 3.01991398575618 2.48471403104194
"Gene528" 2.59112717850136 2.50442771538876 3.00617358145113 31.3655938375357
"Gene2262" 2.74015743107762 3.17853718209255 3.00384328436254 50.131237200284
"Gene262" 1.79082167832573 3.03273227537793 2.98902336729094 7.65266957845173
"Gene923" -1.81239841241853 3.04062332597802 2.98629869428104 4.53599620708244
"Gene1009" 1.02917499271121 2.83788165128648 2.98555709627143 4.42501614812069
"Gene1579" 2.71125603480911 1.3016568734989 2.94424009559997 2.9597698967426
"Gene284" -0.55357193107786 2.92298606850586 2.93389962711698 2.30959483763714
"Gene727" 2.90201273783112 2.53619201863898 2.9271444634934 16.900620339502
"Gene1953" 2.88975536714048 2.26336308960037 2.92502283963577 55.4152543925118
"Gene320" -2.88375242870301 2.97515596358229 2.91993617644503 7.74644566605248
"Gene436" 0.0471617393431767 2.37686285530409 2.91214854630608 2.92716078455491
"Gene334" 2.39522679478719 2.55258228925003 2.90078201224492 53.0904910107042
"Gene2153" 2.10902092166694 1.6591583724878 2.89966030736414 1.49631327388205
"Gene1119" 2.57577715713931 1.03420670712095 2.89006577474224 23.544670002464
"Gene1705" 0.364725680456702 2.83492589227005 2.88580171603721 0.954559174739847
"Gene571" -1.42130579390059 2.91322570054218 2.87114533712835 0.993656121398136
"Gene329" -2.16351028854322 2.85807872667968 2.8657396400011 1.50579613605514
"Gene631" 0.330899469504103 2.84857164454328 2.86345127064584 2.78612578026448
"Gene637" 3.26505680756867 2.41628651969663 2.86327080920561 3.22166128018849
"Gene1601" 0.143234886316261 2.7826764059496 2.86211695783027 2.07480805839325
"Gene1237" 2.95348785452158 1.72694638820028 2.85268594747527 49.9002083178968
"Gene1805" -2.33683079005704 2.87149479641282 2.85209524100084 0.565604496020647
"Gene485" 2.30079240697711 2.77353575792877 2.85102034097921 3.92260538848482
"Gene426" -1.19924066348225 2.83633557258638 2.84214587988613 4.37782832692639
"Gene1151" -0.259639946676417 2.83362010678238 2.83260672043086 0.549241236939777
"Gene1074" 2.58922552342561 2.84995083460908 2.83197483216726 20.8740619216349
"Gene314" 3.068932547529 1.42725521337867 2.81755844646583 1.46835966354862
"Gene517" -1.01420777556543 2.78766829070773 2.8110489727809 0.502539338254797
"Gene892" 0.50561981142141 2.78740134605669 2.78499229176567 6.47924038480634
"Gene311" -2.54549048958501 2.79720892896656 2.7843834639828 0.644814561894191
"Gene635" -2.49623633846513 2.79319036229108 2.76979982897528 2.92085288538243
"Gene1067" -0.00223341859545116 2.74500802202523 2.73927270988549 1.99299396237135
"Gene1698" 1.59218748716126 2.35352874922986 2.70447231492842 2.67367045488223
"Gene1014" 2.80984098167562 1.92266525700171 2.69872712069614 57.5570065055471
"Gene753" 2.26014412966566 1.75139184523229 2.69790504366226 1.21935481739355
"Gene1952" 2.34735257090266 0.877856086402214 2.69471548232831 0.772214004753934
"Gene71" 2.31854525511409 2.31829054872144 2.67964527867089 1.67212487955269
"Gene328" 0.38087734469244 2.59832178750623 2.67518069046788 1.81667224868812
"Gene2118" 1.95298846329289 2.25241725389046 2.67433886663069 2.77040865425192
"Gene1925" 3.04855440948009 1.75814186093379 2.66749607447741 20.6108642084804
"Gene488" -1.99715413517966 2.64569149894767 2.65843968690701 3.74094870573593
"Gene407" 2.83400985041747 1.16679952746847 2.65186586731191 2.0374065623008
"Gene552" 2.07057625448164 1.28222294684418 2.6400694834868 1.02035848311962
"Gene1628" 2.28153777255206 2.32531966542303 2.63417512301201 6.55907812516486
"Gene402" 2.18454199946325 1.88206843463409 2.63260385687496 1.94966057771621
"Gene2249" 2.84697171317425 0.642667740124789 2.6312844113817 37.1926209558131
"Gene971" -0.165370433929611 2.63124687406284 2.63104436807117 1.3149981921756
"Gene875" 2.72286135811067 2.13247735129679 2.63104385302777 2.74694292672876
"Gene165" 2.95677938664169 1.79669946063014 2.62966200173387 1.13819213657525
"Gene1811" 0.991223494684126 2.43349013321951 2.62772229780754 1.30743992731839
"Gene335" 1.40449482364069 2.63077508720849 2.61839362259802 1.54193007184672
"Gene1644" 1.77312517089941 2.5963874248318 2.61739523442183 7.63295296712712
"Gene303" -2.23997656173897 2.61063624054505 2.61224194364086 1.24186818975849
"Gene766" 2.24139998093498 1.68912956460305 2.61130443213426 1.11137960341796
"Gene2253" 1.93864334359943 3.27914164408767 2.60967995286356 14.1308953738923
"Gene184" 2.30722166788178 1.99581684417034 2.59831939409552 35.2456258761505
"Gene563" 2.67352848915199 2.13460122076136 2.59757101072846 54.4536233657712
"Gene835" 0.00231053211889287 2.18522940766871 2.58742137185025 0.236726539764317
"Gene1602" 1.89261171700033 2.20069128357254 2.57687087284542 1.58482767938407
"Gene261" -0.300259663239519 2.53946981515364 2.57362342747565 2.8953613560274
"Gene976" -1.83611354388414 2.5713196388742 2.57218669156178 3.82101945346989
"Gene1109" 2.59584168426597 1.55239682599567 2.57061591420512 9.49742082681383
"Gene2056" -1.5641561194481 2.61353630074411 2.55832633701437 1.44535598959727
"Gene938" -2.32428499571429 2.56252914075234 2.55661920688928 1.74442104714067
"Gene847" 2.52549309248464 2.52420636065848 2.54721004511857 3.82933107607559
"Gene1747" 2.1838094319495 2.4146686868883 2.54701513326789 1.03064549556766
"Gene1529" 2.41852306815667 1.7218974244542 2.5466098237718 0.761533064115587
"Gene990" 1.03607583315737 2.48065575735857 2.53688113378385 1.99524561636898
"Gene1788" 1.3087842003994 2.33065254912683 2.53661049154971 0.933741265888419
"Gene556" 2.31401630729268 0.816277453636771 2.52908515728964 2.36961900612394
"Gene864" 0 2.5263419910502 2.52638801949395 0.30988450319683
"Gene601" 1.86879396274212 2.43287460094797 2.52530045803346 3.76681221041865
"Gene896" -0.554594715668775 2.70038651441593 2.52438599024769 10.0572676582025
"Gene648" 2.93561505216792 0.906995012093387 2.52201006419806 4.01165629705657
"Gene304" -1.11250841204751 2.51751542168156 2.51690380122318 3.55026968757609
"Gene1000" 1.18431555881558 2.27077809071808 2.51365151422411 2.4565702998193
"Gene24" 2.36122004859579 1.55583980608144 2.51210299047773 2.20505395032955
"Gene588" 1.35905358987594 2.22705243677702 2.51196520103508 1.26974973407248
"Gene1092" -1.3535261283623 2.51571591626257 2.51179832073279 0.469028136685729
"Gene326" -1.42872344185639 2.50668269019434 2.50949747970986 0.440372438801139
"Gene316" 1.42230108480657 1.85714910096463 2.50116378040977 1.01953746601647
"Gene533" 2.21974985302012 1.53919755904678 2.49245480615713 57.8669751199759
"Gene146" 2.45614660524206 0.679564053344888 2.48564686125567 7.58948535463642
"Gene897" -0.306202836588318 2.57922063123046 2.48165860875748 3.2494080724647
"Gene634" -1.09749404362415 2.47434850650173 2.4777113710221 1.3155869737853
"Gene900" 0.276872690751348 2.68954053068029 2.47769908982278 1.89125393315735
"Gene1159" 1.79436032649592 2.34004911073386 2.46611092852436 1.08046635928948
"Gene1703" 0.867629616441857 3.33072342446945 2.46274281593001 2.57257385242888
"Gene752" 2.25559138091762 1.66651306803123 2.46023391975806 1.47172868294275
"Gene1193" 2.07735527828259 2.20580622419848 2.45684590483732 3.16583090138344
"Gene1076" -0.834160108610203 2.58333796483546 2.4523188752917 1.19686660979443
"Gene1102" 1.63276942934778 2.09988330269712 2.44982338665718 1.48960077534531
"Gene2212" -1.00503781525921 2.47000039265912 2.44890497748173 0.5471787853341
"Gene1651" 1.75846762841308 1.43276264941674 2.44785646414656 1.44397002412377
"Gene1807" -0.96827103227963 2.42988258263107 2.44566050132523 0.602363247409881
"Gene1011" 1.16429272862282 2.1156282112538 2.43851389717124 2.09238501613613
"Gene606" -1.58356832437821 2.43365973337233 2.43719359215983 0.384040709784204
"Gene762" 1.98796592047317 1.82566548518428 2.42530450188 1.21285746856562
"Gene1268" 1.49773823405907 2.1392959145411 2.41523442908532 2.79003160955616
"Gene1319" 2.06279774821346 2.82685463510528 2.41519245185228 40.991706505796
"Gene347" 3.38183519946716 0.444912695939984 2.41397833920956 3.1719378240233
"Gene1078" 2.33319213889855 1.66591058556029 2.41231116540529 11.7458127311441
"Gene239" 0.0154511098605758 2.5480497130845 2.41209363779653 0.719893487345248
"Gene266" 0.949883217817941 2.49205426267764 2.41019686518973 1.72455825989612
"Gene2042" 3.04222877278242 1.50158208824706 2.403575173523 5.80536705059834
"Gene622" -2.0793686243798 2.44111069510597 2.40331146964621 4.434408642867
"Gene432" 1.42854480489849 2.36955942541535 2.39800902615959 1.93608714927173
"Gene1227" 2.43403251410491 -0.226390387666896 2.39221596704271 1.13382534198263
"Gene1621" 2.36539730018642 1.89707336921843 2.38904207099402 2.72439893131524
"Gene134" 1.12706086188219 2.36185418659646 2.38717273715762 1.44971861301001
"Gene301" -1.23055554991627 2.39681704672665 2.38709272843583 1.00667028106497
"Gene264" -0.611515894373617 2.38884370034808 2.38194110873915 0.847469790018922
"Gene1001" 1.49587876095324 2.76594447688369 2.3682450677681 1.61958829420215
"Gene1033" 1.47067580446203 2.04413790794317 2.36195615931715 0.703568087737469
"Gene1624" 2.33531629845884 1.45646089918021 2.36154333223579 17.3590786652234
"Gene927" -1.65801906393358 2.35292272714104 2.3576100083759 1.59778935056489
"Gene1167" 2.36047275173544 0.917506173963706 2.34704177823994 1.49572298033556
"Gene2205" 1.60165177693795 1.7975566775674 2.34388151579189 1.29625604981528
"Gene983" 1.82597335285755 1.80106077548719 2.34052230646511 1.37607570779408
"Gene238" 2.16037984977112 1.88533702424649 2.33954862103883 3.91258366979153
"Gene724" 2.40133662505345 2.14973670760002 2.33283836353416 2.23763199598918
"Gene123" 2.35920748123547 0.702094061636264 2.32815345680693 3.69984572256622
"Gene1258" 2.31042122257082 2.41734268213229 2.32789482864207 3.42369905875204
"Gene1614" 2.09967084069152 1.86470014137894 2.32701362595382 6.47419199401715
"Gene1028" -1.97968448845487 2.33947818489461 2.3269499694855 0.363117703050822
"Gene1615" 2.56674766173784 1.9141587758345 2.32679228326651 33.3648403715921
"Gene1657" 1.82101417829606 1.50911535065622 2.32475750061908 1.09634500507559
"Gene1350" 0.220564215586634 2.29810633472048 2.31483836527492 1.13589278893825
"Gene642" -0.00967995616560785 2.28445062818031 2.31464089478643 0.318651824846584
"Gene1499" 2.23227934313211 1.42835377134649 2.30797892678575 0.325540867522784
"Gene2180" 2.10646792180406 1.10652797627004 2.30312384691858 24.881553893082
"Gene2176" 0.748022970992645 2.39947302566632 2.30129829255476 1.25563945994627
"Gene1312" 1.00503781525921 2.01416459331598 2.29245671507948 0.388619328441325
"Gene669" 0.375088053997267 2.2466971582002 2.2921368262525 0.737730420370266
"Gene2196" -0.463569779392675 2.31500810135013 2.28853444894484 1.54814555547501
"Gene277" 1.16195308146728 2.14796760212939 2.28014645903981 1.44209762616396
"Gene593" 2.15954733342256 0.152892422982875 2.27678880792034 9.72447817508397
"Gene287" 0.37811591516184 1.98323817943125 2.27392487817955 0.965048996338742
"Gene575" 1.89647660029112 2.21143191908628 2.27280708564746 1.3306596259767
"Gene722" 0.259289954912379 2.37519167364026 2.27119372201398 1.52349716714326
"Gene1243" 2.04687727650903 2.01723126749469 2.2654668043356 3.19892356126078
"Gene538" 1.91607411404734 1.3815701182299 2.26181959194903 2.8137574723841
"Gene931" 0.0109648673922778 2.28584188616558 2.25813312404609 0.881289455801358
"Gene418" 2.39814374057925 0.832591359179306 2.25212763119458 0.977957675994872
"Gene2244" -1.09633008056834 2.24237235671643 2.25173101684758 1.0427858585704
"Gene1170" 2.23361749452601 0.657018436781086 2.24487544766506 1.98006854933147
"Gene422" 1.08090161853414 2.04431836228026 2.24190031648193 0.553383299518376
"Gene1957" 1.16779897539395 1.9257766297043 2.2416425382811 0.37602306015505
"Gene1769" -1.48464274186349 2.40722354753945 2.24005576255334 2.11101935602755
"Gene1825" 1.18398729143063 2.31863617724524 2.23882865844367 0.946206744074638
"Gene2120" -1.26680115912977 2.23152002440933 2.23598862056006 1.11409376208515
"Gene514" 2.60993779217046 -1.02379017761416 2.23353282923504 0.720665117217563
"Gene1803" -1.69260517096988 2.23176610506362 2.23050427655393 0.52853697402987
"Gene980" -1.68940281702239 2.42191958568659 2.22090765149956 0.48365966546236
"Gene2058" 2.55696242241107 1.20590899020361 2.2144829863709 7.33574446507166
"Gene913" 2.27820405677358 1.53563017726386 2.20311292753871 5.47761170820872
"Gene1072" -0.700568262709234 2.33218910468692 2.19284528802156 0.591936941236957
"Gene948" 1.65118948596136 1.99162292427568 2.19249382053831 0.784086975699512
"Gene197" 1.97717283835764 0.993266245497869 2.18888875212589 1.65743898585764
"Gene2046" 1.00503781525921 1.97551190243413 2.18851836442138 0.525697024968133
"Gene1650" 2.133701334198 0.130031744383579 2.18804924901607 6.42948534213597
"Gene1679" 1.40893710128347 1.59481552387259 2.18132572299793 0.949498621900499
"Gene471" 0.788131998635602 2.13798046968279 2.17470561851277 2.34391900883427
"Gene1659" 1.92507255864679 1.00503781525921 2.17234142697056 0.236024057435722
"Gene529" 1.65335111193873 1.81405405556079 2.17064859616728 0.247457997873524
"Gene2114" 1.14780653768143 2.12482733031786 2.16482106414236 1.36173058073873
"Gene1699" 2.05244135951868 0.897631389295932 2.1595992761862 3.9868707906276
"Gene729" 2.17966344390438 -1.0890205757572 2.1579551769648 2.33179258305161
"Gene1285" 2.20180780346307 1.43674226312541 2.15277859465051 53.3807779107199
"Gene2265" 0.778394223649055 1.71486840373925 2.15205015323332 0.691668677825855
"Gene337" 2.27465287515834 1.46665978054315 2.15184965826138 6.36343406090529
"Gene2254" 1.3542908134226 0.814342733575501 2.15031092683116 0.997785487145663
"Gene1474" -2.04113300848048 2.17559973746879 2.14700702335154 0.546178817337859
"Gene1680" 1.81760246219551 1.99914884719801 2.14285371347374 4.91222347570021
"Gene317" -1.98321983101224 2.17860676705052 2.13443054862596 1.22341933847509
"Gene868" -1.37059195679353 2.13391870578647 2.12841037011298 1.17812946601289
"Gene44" 1.4126127429658 1.80498366173813 2.12478156633928 0.766772943166745
"Gene1026" 0.327186346533477 2.09593205609885 2.12350703053391 0.684251047442253
"Gene2213" 0.00454047437705749 2.15244289470624 2.11907609815528 0.231411650780624
"Gene1027" -1.52529350145611 2.08778171529778 2.11491191061253 0.288380713721814
"Gene1567" 0.123134309775775 2.09671334412498 2.11397710948905 1.62418629199456
"Gene2228" 0.429994025339058 1.99207310046101 2.10478582719423 0.849965246308822
"Gene605" -1.69455314031225 2.15426833913508 2.09712933210038 0.677594538750354
"Gene2294" 1.96122696830857 1.8209890835259 2.09342919320886 9.30751969030899
"Gene1771" 1.27248035223916 1.76023580556987 2.09272097004481 1.4188864624533
"Gene1889" 2.08257246422333 -0.446720842925792 2.08975891005684 0.941825726747913
"Gene1183" 0.821857398356346 1.95617644967313 2.08877542442589 1.12789086919782
"Gene893" -1.77605114225316 2.13186531819079 2.08597277105969 1.01832274696201
"Gene1286" 1.00503781525921 1.97071259986182 2.08542455308536 0.223403522787923
"Gene670" -2.47245518219412 2.11606207847524 2.08180506815453 0.506864703546676
"Gene2201" 2.113762215472 1.07266674768788 2.08163592311341 1.52234108131395
"Gene625" 2.11730291110839 -1.0181966316159 2.08104382210391 0.446504869397055
"Gene2007" 2.10626821204128 1.00503781525921 2.08070946367106 0.276373376392486
"Gene379" 1.9486183690409 0.487026924199388 2.07313613828629 1.29618184840926
"Gene1815" 0.267509700460373 1.99880199442249 2.0714694355724 0.84327362301939
"Gene790" 1.94546809156437 0.118375566309608 2.07015174156542 1.14976387562173
"Gene2097" 0.428301281582769 2.06152385562376 2.06153206178213 0.806334586637296
"Gene150" 0.822504114390019 1.97902234585277 2.06146409008956 0.531817144834439
"Gene933" 0.999547601095197 1.90782989782497 2.05616705781715 0.344767346880414
"Gene664" -0.370866784363658 2.02507937098643 2.05436314165934 0.664424985725239
"Gene768" -1.00314929213514 2.02822877256636 2.04505633401464 0.248650669147258
"Gene1648" -1.16107064620649 2.05093574670066 2.04390463106264 0.541491959747429
"Gene403" 2.10871977129006 0.987955190299778 2.04164330893271 2.30244770254697
"Gene704" 1.75861393688039 1.00503781525921 2.04123532542389 0.17523308197577
"Gene1287" 1.38252305501045 2.04117357449106 2.03955860415883 0.505935021888018
"Gene393" -0.716477729283614 2.11340964524721 2.03190250157945 0.588010035409095
"Gene657" 1.54366748944755 2.13716145190408 2.02929722649093 5.20388366064244
"Gene1339" 1.30036568985801 1.71945738701436 2.0279876437753 0.74628081028722
"Gene353" 1.70890184655328 0.194824214687773 2.02765930042111 4.49873358985757
"Gene1731" 1.14610022094777 1.68911297191437 2.02737274497191 0.402855284026931
"Gene43" -1.00503781525921 2.01472878903579 2.02685396264726 0.431030216836326
"Gene649" 1.84120825287963 3.16777715613475 2.02536080602724 4.74592820033664
"Gene1969" 2.15181617258951 0.97239775493256 2.02049028051912 0.740000657870861
"Gene569" 1.55627470542714 2.16083934329586 2.02030230106853 0.72471379231526
"Gene1015" 0.65187414092799 1.95724251391226 2.01663277863516 1.11555555332677
"Gene939" 1.98908121884277 1.83156164675909 2.01595862353208 1.67246866189069
"Gene1296" 0.454908543796686 1.86166007593453 2.01311010657423 0.560182283670126
"Gene1112" -1.26599959493585 2.03914280492411 2.01245845955959 3.22677751823801
"Gene1941" 1.95956929552555 1.73776471593725 2.01114655004066 1.49145299276097
"Gene253" -1.14838354660198 2.01603905130033 2.00707644905688 0.467780200871906
"Gene1473" 1.85267594837293 -0.688713736906488 2.00527914914898 4.30253808488827
"Gene2149" 0.000774617173934966 1.88392643154463 2.00394442704755 1.29645274243159
"Gene1892" 2.14693940314269 0.693946466253445 2.00232705300957 19.1577986405584
"Gene2008" -1.84277436538914 2.11755129088382 2.00021768858405 1.92774305024704
"Gene1663" -1.7585037596491 2.0972543358264 1.99256370979577 0.256143079976393
"Gene1697" 1.82440538820877 1.61758301044848 1.99163314569733 12.6261142381561
"Gene1166" 0.409627348548613 2.42899741113969 1.98478225056649 3.20756118801637
"Gene132" -0.567880840230977 2.0104312587933 1.98225740173059 0.579519034384038
"Gene709" 0.331077416214231 1.9450082355124 1.9800413090354 0.415225170848051
"Gene322" 0.00683205190718278 1.92820350028611 1.96331050784572 0.16654374437084
"Gene2269" 0.887927246350771 1.41636264299063 1.96198740138796 0.852432190791524
"Gene1674" 1.15407494438185 1.62876769860426 1.96169561778299 0.949219303264943
"Gene1006" -1.588960154281 2.00158146074362 1.96115243926304 0.975841972112032
